arxiv_id,score,title,authors,published,updated,categories,matches,abstract_url,pdf_url,abstract
2607.12016,11,The onset of stellar bars at Cosmic Noon. Bar-driven quenching and AGN co-evolution in a mature disc galaxy,Luca Costantin; Lorenzo Morelli; Cristina Cabello; Virginia Cuomo; Michele Perna; J. Alfonso L. Aguerri; Mahmood Roshan; Edoardo Borsato; Enrico Maria Corsini; Adriana de Lorenzo-Cáceres; Francesco D'Eugenio; Daniele Gasparri; Asiyeh Habibi; Taehyun Kim; Yun Hee Lee; Jairo Méndez-Abreu; Alessandro Pizzella; Bruno Rodríguez Del Pino,2026-07-13T18:00:01+00:00,2026-07-13T18:00:01+00:00,astro-ph.GA,JWST; NIRSpec; galaxy; galaxies; AGN; high-z; star formation; stellar mass; stellar population,https://arxiv.org/abs/2607.12016,https://arxiv.org/pdf/2607.12016v1,"Observations with the JWST revealed an unexpected abundance of barred galaxies at Cosmic Noon. However, the physical properties of these early bars are almost unconstrained, as it is their impact in the structural evolution of high-z disc galaxies. In this work, we derived the stellar populations of EGS-24154, a barred spiral galaxy at $z=1.17$. First, we investigated the role of the stellar bar in the early assembly history and structural evolution of the galaxy. Second, we studied the properties of the interstellar medium to shed light on the interplay with the central supermassive black hole. We analysed medium-resolution NIRSpec/IFS data of EGS-24154 through full-spectral fitting and derived light and mass-weighted ages and metallicities. We then reconstructed the spatially-resolved SFH, derived the ionizing mechanisms of the interstellar medium analysing several emission lines, characterized the dynamics of EGS-24154, and constrained the properties of a biconical outflow launched by the AGN. EGS-24154 is a baryon-dominated, gas-rich disc galaxy, which grew more than 90% of its stellar mass when the Universe was ~2 Gyr old. We found that the stellar population of the bar started to form at $z\sim5$, compatibly to the time when the stellar disc started to assemble. We observed a star formation desert in the bar region, which is responsible for quenching star formation over several Gyr. We then interpreted that the feedback from the AGN prevented the growth of central mass concentration, allowing the stellar bar to grow in size and strength. In this first study of spatially-resolved stellar populations of a barred disc galaxy at $z>1$, we demonstrated how stellar bars are key drivers of the early structural and dynamical evolution of disc galaxies. In particular, our results call for a revision of most models of disc and bar formation in early baryon-dominated, gas-rich disc galaxies."
2607.12028,10,The JADES Transient Survey III: Linking Core-Collapse Supernova Rates to Cosmic Star Formation,Christian Vassallo; Seppo Mattila; Christa DeCoursey; Louis-Gregory Strolger; Erkki Kankare; Max M. Briel; Eiichi Egami; Iikka Mäntynen; David A. Coulter; Armin Rest; Andrew J. Bunker; Alex J. Cameron; Daniel J. Eisenstein; Ori D. Fox; Kevin Hainline; Ryan Hausen; Zhiyuan Ji; Benjamin D. Johnson; Roberto Maiolino; Takashi J. Moriya; Justin D. R. Pierel; Thomas M. Reynolds; Brant Robertson; Fengwu Sun; Sandro Tacchella; Christina C. Williams; Christopher N. A. Willmer,2026-07-13T18:00:03+00:00,2026-07-13T18:00:03+00:00,astro-ph.GA; astro-ph.HE; astro-ph.SR,JADES; James Webb Space Telescope; galaxy; extragalactic; star formation; high redshift,https://arxiv.org/abs/2607.12028,https://arxiv.org/pdf/2607.12028v1,"We investigate how core-collapse supernova (CCSN) rates trace the star-formation rate densities (SFRDs) over the redshift range $0 \le z \le 5$. For this we use new high-redshift results from the James Webb Space Telescope Advanced Deep Extragalactic Survey (JADES) Transient Survey (JTS, see the companion paper by DeCoursey et al. 2026), together with published CCSN rates. Using the observed CCSN rates to constrain the CCSN production efficiency relating SFRDs to CCSN rates, we examine how the inferred connection between star formation rates and CCSN production efficiency depends on the stellar initial mass function (IMF) and the adopted CCSN progenitor mass range. We find that the observed CCSN rates are consistent with dust extinction-corrected UV+IR based SFRDs for plausible CCSN progenitor masses. Using the observed CCSN rates to directly reconstruct the cosmic star-formation history, we recover a peak at z $\sim2$, in agreement with galaxy luminosity-based determinations. Allowing the IMF to evolve with redshift has only a modest impact when SFRD estimates are treated consistently, indicating that CCSN rates are not as sensitive to the change of IMF as might be assumed. Adopting higher SFRDs that include a dust-obscured population of faint millimeter sources implies a substantial and increasing fraction of missing, dust-obscured CCSNe at higher redshifts. Although the inferred fraction of CCSNe missed by the surveys depends on the adopted CCSN production efficiency, we find an increasing fraction of supernovae missed due to obscuration, rising from modest values at low redshift to a peak at z $\sim2$, and remaining substantial toward z $\sim5$."
2607.12018,7,The JADES Transient Survey II: Volumetric Supernova Rates out to z~5,Christa DeCoursey; Christian Vassallo; Louis-Gregory Strolger; Justin D. R. Pierel; Eiichi Egami; Seppo Mattila; Armin Rest; David A. Coulter; Andrew J. Bunker; Alex J. Cameron; James M. DerKacy; Daniel J. Eisenstein; Michael Engesser; Ori D. Fox; Sebastian Gomez; Massimo Griggio; Kevin Hainline; Ryan Hausen; Zhiyuan Ji; Benjamin D. Johnson; Roberto Maiolino; Takashi J. Moriya; Brant Robertson; Koji Shukawa; Matthew R. Siebert; Fengwu Sun; Sandro Tacchella; Christina C. Williams; Christopher N. A. Willmer; Yossef Zenati,2026-07-13T18:00:01+00:00,2026-07-13T18:00:01+00:00,astro-ph.GA; astro-ph.HE,JADES; JWST; NIRCam; galaxy; star formation,https://arxiv.org/abs/2607.12018,https://arxiv.org/pdf/2607.12018v1,"The JADES Transient Survey (JTS) identified 83 supernova (SN) candidates in the JADES Deep Field, a $\sim$25 arcmin$^2$ region with deep ($\sim$30 mag) multi-band, multi-epoch JWST/NIRCam coverage. We use this sample to derive the first volumetric core-collapse (CC) SN and Type Ia (SN Ia) rates in the $z$$\sim$2-5 range. Many of these SNe are photometrically classified from single-epoch photometry (i.e., single spectral energy distributions (SEDs)), so we simulate and classify $\sim$23,000 CC SN and SN Ia mock SEDs over 0.7$\leq$$z$$\leq$5 to quantify single-SED classification accuracy as a function of redshift. We report consistent rates for two samples: (1) the full JTS sample, including single-SED classifications, and (2) the ""gold"" sample, restricted to sources classified spectroscopically or with multi-epoch light curves. In units of 10$^{-4}$ CC SNe yr$^{-1}$ Mpc$^{-3}$, the full sample CC SN rates are 6.2$^{+2.2}_{-1.7}$ at 2.06$\leq$$z$$<$2.78 and 4.1$^{+1.5}_{-1.1}$ at 2.78$\leq$$z$$\leq$5.06, broadly consistent with the expectations from the galaxy luminosity-based measurements of the cosmic star formation rate density. Our full sample rates tentatively exhibit the predicted decline beyond cosmic noon, providing the first direct observational indication of this behavior. A companion paper, C. Vassallo et al., presents a more detailed comparison. We measure a full sample SN Ia rate of 0.3$^{+0.3}_{-0.2}$$\times$10$^{-4}$ SNe Ia yr$^{-1}$ Mpc$^{-3}$ at 1.92$\leq$$z$$<$3.60. Future high-$z$ SN surveys with JWST and the Roman Space Telescope will expand these samples and provide more robust constraints on SN rates in the high-$z$ Universe."
2607.12129,5,Discovery of a gravitational arc candidate at photometric redshift 4.4 in MACS J0308.9+2645 from a catalogue-based search of JWST imaging,Homer Dávila Gutiérrez,2026-07-13T20:24:11+00:00,2026-07-13T20:24:11+00:00,astro-ph.GA,JWST; NIRCam; reionization,https://arxiv.org/abs/2607.12129,https://arxiv.org/pdf/2607.12129v1,"We report a strong gravitational arc (A1) in the massive Reionization Lensing Cluster Survey (RELICS) cluster MACS J0308.9+2645 (z_l = 0.356), identified in public JWST/NIRCam imaging from programme GO-5293. A1 is an extended, curved, tangentially aligned source (axis ratio a/b = 6.5, catalogue length 3.9 arcsec) located 50.9 arcsec from the cluster X-ray centre. Its six-band (1.15-4.10 micron) photometry yields a photometric redshift of z_phot = 4.4 (+0.1/-0.3), with P(z > 3) = 0.99. Using the public Zitrin-LTM-Gauss lens model, A1 lies at a median projected separation of 4.6 arcsec from the tangential critical curve for a source at z = 4.4 and is predicted to have a median absolute magnification of |mu| = 7, providing quantitative support for the lensing interpretation from a model built independently of this work. A fainter arclet (A2) at a comparable radius is reported as a secondary candidate. A1 is absent from the cluster's published multiple-image inventory and from the SIMBAD, NED, and VizieR databases. Spectroscopic redshift determination and dedicated lens modelling are required for confirmation."
