arxiv_id,score,title,authors,published,updated,categories,matches,abstract_url,pdf_url,abstract
2608.16996,10,"Diverse ionized gas conditions in a dynamically hot, interacting galaxy at $z = 9.31$ revealed by JWST/NIRSpec IFU",Ryota Ikeda; Takahiro Morishita; Massimo Stiavelli; Antonello Calabrò,2026-08-17T18:00:22+00:00,2026-08-17T18:00:22+00:00,astro-ph.GA,JWST; NIRSpec; James Webb Space Telescope; galaxy; star formation; metallicity,https://arxiv.org/abs/2608.16996,https://arxiv.org/pdf/2608.16996v1,"We present a spatially and spectrally resolved study of an interacting galaxy, Gz9p3 at $z=9.31$, using the James Webb Space Telescope NIRSpec/G395H IFU observation with high-spectral resolution ($R\approx 2700$) mode. Gz9p3 consists of two sub-regions (`core' and `tail'), which show stark contrast in their physical properties. The HII regions in the core are characterized by high electron density ($n_{e}\gtrsim2900$ cm$^{-3}$), low gas-phase metallicity ($0.25$ dex below the mass-metallicity relation), and yet relatively low specific star formation rate (sSFR) among the system. On the other hand, the tail exhibits low electron density ($n_{e}<70$ cm$^{-3}$), relatively high gas-phase metallicity that is consistent with the mass-metallicity relation, and high sSFR. The integrated spectrum thus shows the properties inbetween these two regions. No evidence of ordered rotation in ionized gas is found, suggesting that Gz9p3 is a dynamically hot system. Finally, we find ionized gas outflows characterized by the secondary [OIII]5007 line component throughout most of the system. The outflow velocity is below the escape velocity, making Gz9p3 one of the first galactic systems experiencing a galactic fountain. Overall, our findings indicate that this system is in a phase in which the pristine gas is falling efficiently into the core, diluting the gas metallicity, and enhancing star formation and outflows after the galaxy interaction."
2608.17875,9,The Stellar Population of NGC 346 in the Small Magellanic Cloud with JWST,J. Jaspers; P. Kavanagh; G. De Marchi; C. Nally; O. Jones; N. Habel; P. Zeidler; M. Meixner; E. Sabbi; A. Hirschauer; K. Biazzo; L. Lenkic; O. Nayak; M. Roberto; C. Rogers; B. Sargent,2026-08-18T15:07:44+00:00,2026-08-18T15:07:44+00:00,astro-ph.GA,JWST; NIRCam; MIRI; stellar population; star formation; metallicity,https://arxiv.org/abs/2608.17875,https://arxiv.org/pdf/2608.17875v1,"NGC 346 is a massive star-forming region located at a distance of $\sim$62 kpc, in the Small Magellanic Cloud (SMC). Due to its low metallicity (Z $\sim$1/5 Z$_{\odot}$), it is an ideal environment to study star formation and stellar population analogues to those at Cosmic Noon. In this work, we produce a combined JWST NIRCam and MIRI photometric catalogue of NGC 346. We characterise different stellar populations in the region: the upper main sequence (UMS), red giant branch (RGB), and red clump (RC), as well as pre-main sequence (pre-MS) stars and young stellar objects (YSOs). We performed point-spread function (PSF) weighted photometry in 11 wavelength bands across NIRCam and MIRI and utilised multiple colour-magnitude-diagrams to identify the various stellar populations in the field. Our final photometric catalogue of NGC 346 comprises 249,519 unique sources, including 2,024 UMS stars, 2,755 RGB stars and 742 RC stars. In addition, we identified 6,274 candidate pre-MS stars, 7,350 candidate YSOs and 23,819 IR-excess sources. Combining these three categories, we characterised 1,583 strong and 3,761 likely pre-MS/YSO candidates. By utilising the F115W-F200W vs F115W-F187N colour-colour diagram, we found 239 non-spurious sources with Pa$α$ excess, indicating accretion and star formation in NGC 346. Using JWST NIRCam and MIRI observations, we produced the deepest catalogue to date of the star formation region NGC 346 in the near- and mid-IR range (1-21$~μ$m). Our catalogue and characterisations of the young and old populations will provide the basis for detailed follow-up studies."
2608.16990,7,"GEMS JWST: Hold on to your HATS(-6 b), a sub-solar metallicity giant planet with water, methane and ammonia in its atmosphere",Giannina Guzmán Caloca; Caleb I. Cañas; Nicole L. Wallack; Erin M. May; Shang-Min Tsai; Simon Müller; Ravit Helled; Shubham Kanodia; Jacob Lustig-Yaeger; Knicole D. Colón; Ian Czekala; Megan Delamer; Peter Gao; Te Han; Jessica Libby-Roberts; Suvrath Mahadevan; Anjali A. A. Piette; Guðmundur Stefánsson; Kevin B. Stevenson,2026-08-17T18:00:07+00:00,2026-08-17T18:00:07+00:00,astro-ph.EP,JWST; NIRSpec; metallicity,https://arxiv.org/abs/2608.16990,https://arxiv.org/pdf/2608.16990v1,"HATS-6 b is one of several recently discovered Giant Exoplanets orbiting M-dwarf Stars (GEMS) and is part of a JWST survey that aims to compare bulk and atmospheric properties of these rare planets against their FGK star counterparts. HATS-6 b is a warm ($\mathrm{T_{eq}}\sim700$ K), Saturn-mass ($M_p\sim0.3~\mathrm{M_J}$), Jupiter-radius ($R_p\sim1~\mathrm{R_J}$) planet that transits its star every $\sim$ 3 days. In this study, we present the transmission spectrum of HATS-6 b obtained with two transits using the PRISM mode of JWST Near Infrared Spectrograph (NIRSpec), spanning a wavelength range of $0.6-5.3$ um. Analyzing these JWST observations using an iterative approach between forward modeling and free chemistry retrievals, we derive a low metallicity ($\log\mathrm{[M/H]}=-1.99^{+0.2}_{-0.2}$) sub-solar C/O ($\log\mathrm{[C/O]=-0.46^{+0.2}_{-0.2}}$) atmosphere, and find strong evidence for H$_2$O, CH$_4$, and NH$_3$ at volume mixing ratios (in $\log[X]$) of $-4.88_{-0.24}^{+0.25}$, $-5.38_{-0.19}^{+0.18}$, and $-6.03_{-0.19}^{+0.18}$, respectively. We consistently retrieve a significantly lower $\mathrm{T_{eq}}$ than predicted from the orbital configuration of HATS-6 b, which was impervious to any data reduction and retrieval choices, suggesting a non-zero bond albedo. Our planetary interior models retrieve bulk metallicities three orders of magnitude larger than our retrieved atmospheric metallicity, also suggesting that the atmosphere is not well-mixed. We find an excess feature around 3 um, and expand on possible explanations for this, such as the presence of HCN or hydrocarbons like C$_2$H$_4$. Yet, due to the degeneracies present for hydrocarbon features in this wavelength region, we do not draw any conclusions about the excess feature and instead encourage further observations and follow-up of this intriguing target."
